,Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
983,Female,16.0,No,Urban,96.3,none,95.9
984,Male,13.2,Yes,Rural,100.0,Tertiary,98.0
985,Male,7.8,No,Urban,73.3,Secondary,48.7
986,Female,7.3,No,Urban,91.5,Tertiary,76.9
987,Male,7.2,Yes,Rural,59.7,Primary,60.9
988,Female,4.4,No,Rural,73.9,Secondary,48.1
989,Female,7.8,No,Rural,55.6,none,35.5
990,Male,11.3,Yes,Rural,85.0,Secondary,87.4
991,Male,15.6,No,Urban,69.1,Primary,73.8
992,Male,9.7,Yes,Urban,57.3,Secondary,82.4
993,Male,11.0,No,Urban,61.1,Tertiary,65.8
994,Male,12.0,Yes,Rural,56.6,Primary,85.1
995,Male,11.3,No,Urban,67.6,Primary,71.0
996,Male,15.9,No,Urban,92.2,Primary,91.0
997,Male,14.2,No,Rural,73.2,Primary,78.4
998,Female,8.0,No,Rural,83.5,Tertiary,57.5
999,Male,0.0,No,Urban,97.8,Secondary,30.9
1000,Female,4.4,No,Rural,84.8,Primary,48.6
1001,Male,11.6,No,Urban,62.1,Primary,69.4
1002,Female,10.5,No,Rural,54.1,Secondary,65.2
1003,Male,12.4,No,Rural,91.1,Primary,76.0
1004,Male,7.4,No,Urban,64.0,Secondary,44.5
1005,Male,14.3,Yes,Rural,81.4,Secondary,100.0
1006,Female,13.9,No,Urban,95.9,Tertiary,93.0
1007,Male,13.8,Yes,Urban,76.3,Secondary,92.0
1008,Female,6.4,Yes,Urban,75.8,Primary,73.5
1009,Female,5.8,No,Rural,69.1,Primary,50.3
1010,Male,9.5,Yes,Rural,74.4,Tertiary,78.7
1011,Male,6.2,No,Urban,83.8,Tertiary,47.8
1012,Male,9.1,No,Urban,81.0,none,66.7
1013,Female,4.4,No,Urban,93.5,none,53.6
1014,Male,16.0,No,Rural,99.5,Secondary,100.0
1015,Female,6.5,Yes,Urban,71.0,Tertiary,72.9
1016,Female,8.3,No,Urban,99.0,Tertiary,64.6
1017,Female,4.9,No,Rural,83.2,Primary,53.7
1018,Male,11.7,No,Urban,87.0,Tertiary,75.8
1019,Female,14.7,No,Urban,69.7,Secondary,84.8
1020,Male,16.0,No,Urban,85.6,Secondary,87.4
1021,Male,5.4,No,Rural,91.6,Secondary,49.2
1022,Male,16.0,No,Rural,80.1,Primary,81.7
1023,Male,15.2,No,Urban,55.9,Tertiary,89.4
1024,Male,9.3,No,Rural,79.2,Secondary,63.3
1025,Female,8.2,No,Urban,61.4,none,48.3
1026,Male,10.2,Yes,Urban,70.8,Tertiary,87.0
1027,Male,12.0,Yes,Urban,72.4,Secondary,87.0
1028,Male,16.0,No,Urban,85.2,none,86.4
1029,Female,8.4,No,Rural,71.0,Tertiary,66.7
1030,Female,12.8,No,Urban,75.2,Tertiary,80.8
1031,Male,10.5,No,Rural,55.8,Secondary,57.3
1032,Female,12.8,Yes,Urban,84.1,Secondary,100.0
1033,Male,10.6,Yes,Urban,53.1,Primary,74.0
1034,Female,14.8,Yes,Urban,65.6,Secondary,96.6
1035,Male,9.3,No,Urban,83.3,Primary,71.8
1036,Female,13.7,Yes,Urban,65.1,Primary,96.4
1037,Female,6.8,Yes,Urban,50.4,Tertiary,68.2
1038,Male,7.4,No,Rural,72.2,none,50.5
1039,Female,14.6,No,Rural,82.5,Secondary,78.6
1040,Male,5.8,No,Urban,92.3,Secondary,48.1
1041,Female,13.0,No,Urban,94.5,Secondary,81.7
1042,Male,9.4,No,Urban,62.3,Primary,61.0
1043,Male,4.5,Yes,Urban,97.7,Tertiary,76.1
1044,Female,16.0,Yes,Urban,68.6,Primary,100.0
1045,Male,4.2,No,Urban,52.2,Secondary,35.4
1046,Male,9.7,No,Urban,65.5,Tertiary,57.8
1047,Male,8.1,No,Rural,58.8,Tertiary,60.6
1048,Female,6.7,Yes,Urban,63.6,Secondary,70.9
1049,Male,13.6,No,Urban,77.7,Secondary,84.3
1050,Female,9.2,Yes,Urban,79.8,Secondary,81.4
1051,Male,7.3,No,Urban,57.6,Secondary,51.4
1052,Male,14.5,No,Urban,69.7,Secondary,77.3
1053,Male,10.9,No,Urban,81.0,Secondary,74.2
1054,Female,5.9,No,Urban,76.2,none,48.3
1055,Male,9.2,No,Urban,77.9,Primary,59.3
1056,Male,1.1,No,Rural,95.7,Secondary,37.2
1057,Female,10.8,No,Urban,85.8,Primary,80.9
1058,Female,10.2,No,Rural,65.1,Primary,63.0
1059,Female,15.4,No,Rural,74.1,Primary,92.3
1060,Male,11.9,Yes,Rural,55.0,Secondary,86.8
1061,Female,7.1,No,Urban,64.9,Secondary,47.9
1062,Male,6.0,No,Urban,96.9,Secondary,57.6
1063,Female,12.4,No,Rural,84.7,Tertiary,72.6
1064,Female,2.7,No,Rural,99.6,Secondary,46.3
1065,Female,11.0,No,Rural,70.9,Primary,62.3
1066,Female,10.9,No,Urban,76.3,Primary,67.3
1067,Female,16.0,No,Urban,98.2,Primary,96.0
1068,Male,4.3,No,Rural,81.1,Tertiary,47.4
1069,Male,8.5,No,Urban,72.9,Secondary,58.3
1070,Female,16.0,Yes,Rural,86.5,Primary,96.5
1071,Male,10.8,No,Urban,81.2,Tertiary,74.6
1072,Female,12.6,No,Rural,98.5,Secondary,74.6
1073,Male,11.6,Yes,Rural,97.8,Secondary,94.2
1074,Male,9.1,No,Urban,89.8,Tertiary,63.4
1075,Female,7.0,No,Urban,62.7,Secondary,53.9
1076,Female,9.6,Yes,Urban,79.6,Secondary,83.9
1077,Male,14.3,No,Rural,96.9,Tertiary,95.5
1078,Male,8.9,No,Rural,50.1,Tertiary,51.0
1079,Male,7.7,No,Rural,55.3,Secondary,52.9
1080,Female,6.8,No,Rural,73.4,Secondary,46.7
1081,Female,3.3,Yes,Urban,82.3,Secondary,60.6
1082,Male,6.6,No,Urban,56.4,Primary,42.7
1083,Male,11.3,Yes,Urban,66.7,Primary,75.4
1084,Male,6.1,No,Rural,50.7,Secondary,45.7
1085,Male,10.2,Yes,Urban,87.4,none,90.0
1086,Male,7.9,Yes,Urban,60.1,Tertiary,80.0
1087,Male,5.6,No,Urban,91.9,Tertiary,56.3
1088,Female,10.7,No,Urban,78.1,Tertiary,74.5
1089,Female,16.0,No,Urban,81.9,Tertiary,93.3
1090,Female,0.6,No,Rural,59.0,Tertiary,41.7
1091,Female,4.7,No,Urban,59.3,Secondary,47.8
1092,Female,8.0,No,Rural,67.0,Secondary,54.3
1093,Female,9.3,No,Urban,96.4,Tertiary,75.6
1094,Female,9.9,No,Rural,56.1,Tertiary,62.5
1095,Female,16.0,Yes,Urban,76.2,Secondary,100.0
1096,Male,16.0,No,Urban,62.5,Secondary,90.6
1097,Male,9.6,No,Urban,86.5,Tertiary,72.9
1098,Male,11.3,No,Urban,65.5,none,62.7
1099,Male,16.0,Yes,Urban,99.3,none,100.0
1100,Male,8.0,Yes,Rural,75.6,Tertiary,72.7
1101,Male,10.5,No,Urban,72.9,Primary,78.6
1102,Male,9.0,Yes,Urban,90.4,Tertiary,74.1
1103,Female,4.8,No,Urban,71.3,Secondary,51.6
1104,Male,2.8,No,Urban,93.1,Tertiary,40.5
1105,Female,7.3,No,Urban,99.0,none,64.4
1106,Male,13.3,No,Rural,66.0,Secondary,72.0
1107,Female,11.3,No,Urban,93.7,Primary,79.9
1108,Male,16.0,No,Rural,85.1,Primary,89.4
1109,Female,13.2,Yes,Urban,67.2,Secondary,94.5
1110,Female,13.1,Yes,Urban,99.1,none,97.3
1111,Male,9.6,No,Rural,94.9,Primary,66.7
1112,Female,9.0,Yes,Urban,67.6,Secondary,80.5
1113,Female,10.3,No,Urban,96.5,Secondary,80.2
1114,Male,11.5,No,Urban,86.2,Tertiary,74.1
1115,Female,8.5,Yes,Urban,78.1,Primary,76.9
1116,Male,10.8,Yes,Rural,63.8,Secondary,74.1
1117,Male,8.6,No,Urban,64.9,Tertiary,54.3
1118,Male,10.6,No,Urban,67.6,Primary,68.4
1119,Female,6.9,Yes,Urban,96.1,Secondary,73.3
1120,Female,12.1,No,Urban,78.2,Secondary,91.1
1121,Male,15.5,No,Urban,91.9,none,85.5
1122,Male,7.4,Yes,Urban,62.6,Tertiary,72.0
1123,Female,13.2,No,Urban,90.2,Tertiary,86.1
1124,Male,8.7,No,Urban,50.2,Secondary,48.0
1125,Male,11.1,Yes,Urban,77.5,Secondary,79.9
1126,Female,12.4,No,Rural,93.8,Tertiary,84.9
1127,Male,12.0,No,Rural,62.7,Tertiary,73.3
1128,Female,11.9,Yes,Urban,73.2,Secondary,95.1
1129,Female,6.7,Yes,Urban,91.3,Primary,80.9
1130,Male,11.6,Yes,Rural,51.4,Primary,74.1
1131,Male,6.6,No,Rural,55.9,Tertiary,57.9
1132,Female,5.0,No,Rural,80.8,none,52.2
1133,Female,6.9,No,Rural,74.9,Secondary,45.7
1134,Female,8.8,Yes,Rural,90.9,Secondary,84.1
1135,Male,13.0,No,Rural,79.0,Secondary,65.3
1136,Male,0.0,No,Urban,52.8,Tertiary,27.9
1137,Female,10.9,No,Rural,99.3,Primary,70.0
1138,Male,10.2,No,Urban,50.6,Tertiary,66.3
1139,Male,15.3,Yes,Urban,73.5,Secondary,99.2
1140,Female,7.6,Yes,Urban,73.0,Tertiary,82.0
1141,Female,14.4,No,Urban,93.0,Primary,93.5
1142,Male,14.2,Yes,Rural,86.1,Tertiary,90.9
1143,Male,8.8,Yes,Rural,57.1,Secondary,72.2
1144,Male,10.9,No,Urban,73.6,Tertiary,68.5
1145,Male,6.6,No,Rural,55.5,Tertiary,46.6
1146,Female,10.0,No,Rural,97.8,Secondary,75.4
1147,Female,6.3,No,Rural,74.6,Secondary,59.6
1148,Female,16.0,No,Rural,78.5,Secondary,92.4
1149,Female,1.5,No,Urban,61.3,Tertiary,38.4
1150,Male,11.2,No,Rural,54.3,Secondary,59.7
1151,Male,15.0,No,Urban,65.6,Primary,88.0
1152,Female,3.1,No,Urban,94.3,Primary,43.4
1153,Male,13.3,No,Urban,80.9,none,65.6
1154,Male,5.8,Yes,Rural,67.0,Tertiary,58.8
1155,Female,5.8,Yes,Urban,79.3,Secondary,81.3
1156,Male,12.5,No,Rural,87.6,Tertiary,77.3
1157,Male,12.5,No,Urban,97.5,Primary,97.3
1158,Male,13.0,No,Urban,97.9,Secondary,87.3
1159,Female,15.2,No,Urban,85.4,none,85.7
1160,Male,16.0,No,Rural,92.3,Secondary,97.7
1161,Female,5.6,Yes,Rural,69.6,none,60.6
1162,Female,11.3,Yes,Urban,91.5,Secondary,94.0
1163,Male,12.1,Yes,Urban,81.1,Tertiary,97.9
1164,Female,16.0,Yes,Urban,75.7,Secondary,100.0
1165,Female,10.8,No,Rural,51.6,Secondary,65.7
1166,Male,0.8,No,Urban,78.7,Primary,20.0
1167,Male,4.0,No,Urban,95.8,Tertiary,47.2
1168,Male,9.1,No,Urban,89.4,Secondary,64.2
1169,Male,7.1,No,Rural,92.5,Tertiary,58.3
1170,Male,16.0,No,Rural,75.5,Secondary,94.1
1171,Female,5.3,No,Rural,64.5,Primary,43.4
1172,Female,4.7,No,Rural,96.1,Primary,51.1
1173,Female,7.0,Yes,Rural,77.8,Primary,78.0
1174,Male,7.7,No,Rural,63.6,Tertiary,48.6
1175,Female,0.0,Yes,Rural,97.2,Secondary,51.2
1176,Female,14.8,No,Urban,59.3,Tertiary,92.8
1177,Male,7.2,No,Urban,88.3,Secondary,53.5
1178,Female,10.3,No,Rural,61.2,Tertiary,66.0
1179,Male,7.7,Yes,Urban,90.5,Primary,78.4
1180,Male,13.9,Yes,Rural,80.4,none,84.3
1181,Male,11.5,Yes,Urban,76.3,Secondary,87.9
1182,Male,7.9,Yes,Urban,74.1,Secondary,70.4
1183,Female,6.0,No,Rural,54.5,Secondary,49.4
1184,Female,9.7,No,Rural,71.0,Tertiary,66.6
1185,Female,2.1,No,Urban,63.2,Secondary,40.4
1186,Female,10.1,Yes,Urban,99.9,Tertiary,98.7
1187,Female,9.9,No,Urban,85.0,Tertiary,70.8
1188,Male,11.5,Yes,Urban,86.5,Secondary,90.2
1189,Female,10.1,Yes,Rural,87.1,Primary,83.6
1190,Male,4.8,No,Urban,78.1,Secondary,45.2
1191,Female,16.0,Yes,Urban,86.3,Primary,100.0
1192,Female,13.4,No,Rural,58.8,Secondary,77.0
1193,Female,8.4,No,Rural,87.0,Secondary,70.6
1194,Female,8.7,No,Rural,52.4,Secondary,53.5
1195,Female,12.0,No,Rural,70.8,Primary,62.3
1196,Male,0.0,No,Urban,78.1,none,21.6
1197,Male,8.4,No,Rural,58.0,Secondary,65.1
1198,Female,8.6,No,Rural,61.6,Secondary,52.4
1199,Female,12.0,No,Rural,51.8,none,62.3
1200,Male,9.3,No,Urban,54.6,Secondary,61.3
1201,Male,5.3,No,Rural,58.4,Primary,27.5
1202,Female,2.7,No,Rural,54.3,Tertiary,33.7
1203,Female,8.3,No,Urban,58.7,Tertiary,54.1
1204,Female,11.9,No,Rural,80.4,Secondary,78.9
1205,Female,11.9,Yes,Rural,50.7,Tertiary,80.9
1206,Male,10.9,Yes,Rural,77.2,Primary,84.6
1207,Male,10.4,No,Urban,53.2,Tertiary,64.6
1208,Male,11.9,No,Urban,81.6,Secondary,79.6
1209,Male,7.1,Yes,Rural,66.3,none,71.4
1210,Male,15.0,No,Urban,70.8,Secondary,81.3
1211,Male,0.0,No,Urban,50.2,Secondary,21.6
1212,Female,3.9,Yes,Urban,96.3,Secondary,76.0
1213,Female,4.9,No,Urban,88.3,Tertiary,52.9
1214,Male,16.0,No,Urban,52.1,Secondary,80.8
1215,Male,16.0,No,Urban,91.0,Secondary,90.7
1216,Male,14.0,No,Urban,73.0,Tertiary,83.1
1217,Male,14.0,No,Rural,63.7,none,64.5
1218,Female,10.2,No,Rural,77.4,Tertiary,70.4
1219,Female,8.1,Yes,Urban,98.3,Secondary,87.2
1220,Male,14.5,Yes,Urban,71.9,Primary,87.5
1221,Male,12.7,No,Urban,63.7,Secondary,65.6
1222,Female,8.7,No,Rural,78.2,Tertiary,62.4
1223,Male,12.9,Yes,Urban,60.9,Tertiary,93.4
1224,Female,6.7,Yes,Urban,74.0,Tertiary,70.3
1225,Female,9.1,No,Rural,67.8,Primary,54.6
1226,Male,13.3,Yes,Rural,69.7,Primary,89.6
1227,Male,9.6,No,Urban,85.9,Tertiary,65.9
1228,Female,6.0,No,Urban,55.3,Secondary,50.3
1229,Female,6.9,Yes,Urban,77.5,Primary,68.8
1230,Male,11.1,Yes,Urban,62.2,Tertiary,81.5
1231,Female,5.3,No,Urban,66.2,Tertiary,58.2
1232,Male,0.0,No,Urban,77.8,Secondary,33.8
1233,Male,14.7,No,Rural,79.1,Tertiary,82.4
1234,Female,8.0,Yes,Rural,71.9,Secondary,77.3
1235,Female,6.9,Yes,Urban,96.5,Tertiary,81.5
1236,Male,7.0,No,Rural,56.7,Secondary,46.7
1237,Male,3.0,No,Rural,57.3,Tertiary,30.1
1238,Female,8.6,No,Urban,71.9,Secondary,71.3
1239,Male,8.7,No,Urban,67.6,none,53.6
1240,Male,10.6,Yes,Urban,72.4,Primary,86.9
1241,Male,3.5,Yes,Urban,82.9,Secondary,62.3
1242,Female,6.9,No,Urban,90.7,Tertiary,62.1
1243,Female,13.7,No,Urban,54.3,none,79.9
1244,Female,8.3,No,Urban,97.3,Secondary,74.5
1245,Male,4.1,Yes,Rural,92.0,Tertiary,70.4
1246,Female,4.9,No,Urban,64.3,Secondary,50.1
1247,Female,6.4,No,Rural,87.9,Secondary,60.9
1248,Male,14.4,No,Urban,58.2,Primary,82.9
1249,Male,8.2,Yes,Rural,94.6,Primary,75.6
1250,Female,9.0,No,Urban,82.4,Secondary,67.3
1251,Female,4.8,Yes,Urban,92.0,Primary,59.9
1252,Female,5.8,No,Urban,71.2,Secondary,59.0
1253,Female,16.0,No,Rural,91.8,none,86.5
1254,Male,12.1,No,Rural,74.8,Primary,59.4
1255,Female,9.6,No,Urban,87.6,Secondary,77.4
1256,Female,15.0,Yes,Rural,50.1,Tertiary,87.4
1257,Male,9.5,No,Urban,61.0,Secondary,63.7
1258,Male,10.5,No,Rural,79.6,Secondary,63.1
1259,Female,9.0,Yes,Urban,81.7,Primary,78.3
1260,Female,8.4,No,Rural,55.4,Secondary,54.9
1261,Female,9.2,No,Urban,62.1,Tertiary,71.1
1262,Female,14.7,No,Urban,86.6,Secondary,90.1
1263,Female,12.0,No,Urban,64.0,Tertiary,69.3
1264,Male,9.4,Yes,Rural,84.1,Tertiary,83.5
1265,Male,12.8,No,Urban,76.1,Tertiary,86.5
1266,Female,9.6,Yes,Urban,92.4,none,81.7
1267,Male,10.8,Yes,Urban,81.0,Tertiary,85.1
1268,Female,8.9,No,Urban,77.8,Secondary,56.5
1269,Male,9.1,No,Rural,64.8,Tertiary,53.6
1270,Female,15.6,Yes,Rural,60.1,Tertiary,100.0
1271,Female,8.1,No,Urban,54.6,Primary,51.6
1272,Male,5.0,No,Urban,89.9,Secondary,46.4
1273,Female,7.0,No,Urban,68.5,Secondary,52.1
1274,Female,7.8,No,Rural,71.3,Secondary,56.9
1275,Female,15.2,No,Rural,96.6,Tertiary,96.8
1276,Female,9.6,No,Urban,60.3,Secondary,65.6
1277,Female,7.2,No,Urban,81.7,none,62.2
1278,Female,2.6,No,Rural,68.5,Tertiary,55.3
1279,Male,15.6,No,Urban,50.2,Secondary,89.9
1280,Male,1.8,Yes,Urban,84.2,Secondary,52.2
1281,Female,14.3,Yes,Urban,53.0,Secondary,93.5
1282,Female,14.0,No,Urban,83.5,Secondary,83.1
1283,Male,6.4,Yes,Rural,72.8,Tertiary,70.5
1284,Male,8.8,No,Urban,81.1,Secondary,68.3
1285,Male,9.1,No,Urban,81.7,Secondary,64.2
1286,Male,9.5,No,Rural,81.9,Tertiary,68.3
1287,Female,6.7,No,Urban,75.4,Primary,56.4
1288,Female,6.8,No,Urban,93.8,Secondary,66.8
1289,Male,9.0,No,Urban,94.4,Secondary,66.9
1290,Male,2.2,No,Urban,88.6,Tertiary,41.7
1291,Male,7.1,Yes,Rural,98.3,Tertiary,71.5
1292,Male,11.8,Yes,Urban,84.1,Primary,89.9
1293,Female,10.5,No,Rural,89.1,none,68.0
1294,Male,12.4,No,Rural,64.3,Secondary,80.4
1295,Male,5.9,No,Urban,52.7,none,48.9
1296,Male,9.1,Yes,Rural,73.2,Secondary,78.8
1297,Female,14.2,No,Rural,50.3,Tertiary,80.8
1298,Female,10.9,No,Urban,88.0,Tertiary,81.6
1299,Female,1.6,No,Urban,70.6,Tertiary,38.4
1300,Male,11.9,Yes,Rural,67.6,Tertiary,92.2
1301,Female,7.7,Yes,Urban,53.1,Tertiary,82.6
1302,Female,7.2,No,Rural,98.1,Secondary,67.2
1303,Male,4.5,No,Rural,75.2,Secondary,42.8
1304,Female,6.3,No,Urban,80.6,Tertiary,59.3
1305,Male,10.5,Yes,Urban,95.7,Secondary,88.7
1306,Female,9.7,No,Rural,92.7,Primary,63.0
1307,Female,13.7,No,Urban,70.6,Secondary,71.1
1308,Male,0.8,No,Rural,76.0,Secondary,33.7
1309,Male,1.3,No,Rural,57.1,none,19.4
1310,Female,12.5,No,Rural,98.0,Secondary,88.7
1311,Female,3.6,Yes,Urban,95.6,Tertiary,72.8
1312,Male,9.1,No,Rural,80.1,Tertiary,62.6
1313,Female,16.0,No,Urban,65.0,Tertiary,94.3
1314,Male,7.3,No,Urban,95.2,Secondary,60.4
1315,Male,16.0,Yes,Urban,60.4,Primary,99.0
1316,Male,13.1,No,Urban,50.2,Primary,68.8
1317,Female,8.9,Yes,Rural,73.7,Primary,74.6
1318,Female,6.4,Yes,Rural,90.5,Primary,81.0
1319,Female,10.9,Yes,Urban,50.7,Tertiary,78.3
1320,Female,7.9,No,Rural,84.5,Primary,56.0
1321,Female,7.8,No,Urban,79.5,Secondary,57.0
1322,Male,12.3,No,Urban,54.8,none,66.3
1323,Female,11.2,No,Rural,64.3,none,60.1
1324,Male,16.0,No,Urban,91.7,Tertiary,100.0
1325,Male,8.4,No,Rural,82.7,Tertiary,72.3
1326,Female,9.2,No,Rural,69.4,Secondary,63.0
1327,Male,15.4,No,Rural,57.1,Primary,78.4
1328,Female,11.6,No,Rural,75.6,Tertiary,73.7
1329,Male,5.8,No,Urban,82.7,Secondary,51.2
1330,Male,5.8,No,Urban,53.4,Secondary,39.3
1331,Male,6.0,No,Urban,60.7,none,46.3
1332,Female,3.5,No,Urban,64.1,Primary,42.0
1333,Female,5.5,No,Rural,76.8,Primary,58.6
1334,Female,7.8,Yes,Rural,96.0,Primary,68.7
1335,Female,3.2,No,Rural,83.5,Tertiary,48.8
1336,Male,16.0,No,Rural,50.4,Primary,82.5
1337,Female,7.9,No,Rural,88.5,none,60.8
1338,Female,5.3,No,Rural,52.5,Tertiary,41.0
1339,Male,11.1,Yes,Rural,92.8,Tertiary,96.3
1340,Male,12.8,No,Urban,71.2,Tertiary,82.7
1341,Female,8.6,No,Urban,95.2,Tertiary,72.4
1342,Male,4.7,Yes,Urban,79.1,Primary,49.3
1343,Female,15.9,No,Rural,67.9,none,86.5
1344,Male,16.0,No,Urban,81.3,Tertiary,95.1
1345,Female,9.7,No,Rural,54.4,Secondary,50.8
1346,Male,5.4,No,Rural,50.2,Secondary,33.5
1347,Female,11.1,Yes,Urban,60.4,Secondary,79.5
1348,Male,2.3,No,Urban,92.7,Tertiary,44.2
1349,Female,15.3,No,Urban,71.6,Secondary,90.0
1350,Female,14.1,Yes,Urban,91.6,none,100.0
1351,Female,11.7,Yes,Rural,64.7,Secondary,91.2
1352,Female,5.6,No,Urban,85.0,none,45.0
1353,Female,14.5,Yes,Rural,53.8,none,96.7
1354,Female,9.5,Yes,Urban,97.2,Tertiary,92.2
1355,Male,8.4,No,Urban,91.5,Primary,62.5
1356,Female,12.3,No,Rural,57.5,Primary,60.9
1357,Male,7.0,Yes,Rural,59.6,Tertiary,69.6
1358,Female,10.1,No,Urban,50.9,Tertiary,60.2
1359,Male,9.3,No,Rural,99.1,Secondary,59.4
1360,Female,7.6,No,Urban,93.7,Secondary,72.9
1361,Male,0.6,Yes,Urban,62.4,Primary,43.9
1362,Female,6.4,No,Urban,80.8,Tertiary,61.2
1363,Male,14.0,No,Urban,92.2,Tertiary,89.9
1364,Female,7.5,No,Rural,90.1,Tertiary,61.6
1365,Male,16.0,No,Rural,62.0,Primary,80.6
1366,Male,16.0,No,Rural,76.7,none,81.9
1367,Male,9.3,No,Urban,80.1,Secondary,69.2
1368,Female,11.5,No,Urban,58.1,Tertiary,72.7
1369,Male,16.0,No,Urban,56.7,Tertiary,88.1
1370,Female,8.7,Yes,Rural,57.2,Tertiary,71.1
1371,Female,8.5,No,Rural,99.9,none,61.9
1372,Female,9.5,Yes,Rural,85.6,none,80.7
1373,Female,10.7,No,Urban,87.5,Secondary,67.0
1374,Male,7.7,No,Rural,58.1,Primary,51.9
1375,Female,7.9,Yes,Rural,50.1,Secondary,62.1
1376,Male,15.8,No,Urban,81.7,none,88.9
1377,Female,10.2,No,Rural,51.2,Tertiary,65.8
1378,Male,7.5,No,Urban,94.3,Secondary,65.2
1379,Female,11.6,No,Rural,78.4,Tertiary,85.6
1380,Female,11.4,No,Urban,54.4,Secondary,70.5
1381,Male,7.6,No,Urban,64.7,Secondary,53.9
1382,Female,7.7,No,Rural,54.0,Secondary,46.0
1383,Female,10.4,No,Rural,86.1,none,63.1
1384,Female,10.6,No,Rural,83.9,Secondary,77.5
1385,Female,16.0,No,Rural,78.2,Secondary,89.3
1386,Female,6.1,Yes,Urban,82.0,Tertiary,67.1
1387,Female,7.7,No,Rural,76.7,none,55.2
1388,Female,11.4,No,Urban,50.8,Primary,62.7
1389,Female,11.8,No,Urban,87.7,Secondary,82.8
1390,Male,2.4,No,Urban,61.3,Secondary,26.9
1391,Female,11.0,Yes,Urban,97.4,Secondary,100.0
1392,Male,6.5,Yes,Rural,58.0,none,55.7
1393,Female,13.2,No,Rural,68.5,Tertiary,74.1
1394,Male,6.7,Yes,Rural,69.7,Primary,66.6
1395,Male,9.0,No,Rural,52.5,Secondary,57.3
1396,Male,10.6,Yes,Rural,57.4,Secondary,87.6
1397,Female,11.2,No,Urban,97.9,Secondary,85.5
1398,Female,9.2,No,Rural,99.1,Primary,58.3
1399,Male,8.6,No,Urban,99.3,Secondary,64.3
1400,Female,6.2,No,Urban,63.2,Tertiary,63.6
1401,Female,7.5,No,Urban,61.3,Primary,56.0
1402,Male,4.5,No,Urban,72.7,Secondary,39.0
1403,Female,16.0,Yes,Urban,86.3,Tertiary,100.0
1404,Male,10.4,No,Urban,58.4,Secondary,64.7
1405,Male,3.7,No,Rural,94.6,Tertiary,44.6
1406,Female,12.5,No,Rural,68.8,none,68.7
1407,Male,3.7,No,Rural,88.1,Secondary,48.3
1408,Female,6.4,Yes,Rural,51.9,none,54.9
1409,Female,9.8,No,Urban,98.2,Primary,75.1
1410,Female,5.9,No,Rural,77.7,Tertiary,52.8
1411,Female,8.9,No,Urban,93.4,Secondary,68.6
1412,Male,11.9,No,Urban,81.6,Secondary,85.0
1413,Female,2.6,Yes,Rural,94.4,Secondary,66.6
1414,Female,16.0,Yes,Rural,82.1,Tertiary,100.0
1415,Female,12.7,No,Rural,84.1,Secondary,81.9
1416,Male,7.4,No,Urban,72.1,Secondary,54.0
1417,Male,16.0,No,Urban,66.5,none,91.1
1418,Female,5.6,No,Urban,88.9,Tertiary,52.2
1419,Female,14.2,Yes,Rural,59.7,Secondary,90.8
1420,Female,8.7,No,Rural,97.1,Tertiary,63.8
1421,Female,16.0,No,Urban,98.0,Tertiary,100.0
1422,Female,11.3,No,Urban,97.5,Secondary,77.1
1423,Male,9.2,No,Urban,66.1,Secondary,57.7
1424,Female,9.4,Yes,Urban,54.2,Secondary,72.4
1425,Male,9.6,Yes,Urban,55.4,Secondary,75.8
1426,Male,9.5,No,Urban,84.9,Secondary,70.7
1427,Female,8.7,No,Urban,65.9,Tertiary,60.2
1428,Male,8.3,No,Rural,50.4,none,48.9
1429,Female,7.5,No,Rural,62.6,Secondary,51.5
1430,Male,10.0,No,Rural,93.9,Secondary,66.4
1431,Male,11.0,No,Urban,71.0,Primary,74.3
1432,Female,12.5,No,Rural,57.6,Secondary,71.4
1433,Male,10.8,No,Rural,85.4,Tertiary,68.2
1434,Female,9.8,No,Urban,93.9,Primary,71.9
1435,Female,8.3,No,Urban,95.1,Tertiary,70.4
1436,Female,10.8,No,Rural,65.3,Primary,65.2
1437,Female,10.6,Yes,Rural,69.4,Secondary,80.0
1438,Female,8.5,No,Rural,75.7,Tertiary,62.3
1439,Female,14.1,No,Urban,57.5,Secondary,76.6
1440,Male,12.7,No,Urban,50.8,Secondary,75.8
1441,Male,7.2,No,Urban,56.5,Secondary,57.4
1442,Female,6.9,Yes,Urban,94.1,none,74.3
1443,Male,7.7,Yes,Rural,60.5,Secondary,71.8
1444,Male,10.1,No,Urban,50.4,none,49.7
1445,Female,6.6,No,Rural,53.1,Tertiary,42.9
1446,Male,9.1,No,Rural,50.9,Secondary,52.2
1447,Female,11.8,Yes,Urban,57.2,Secondary,99.8
1448,Female,8.9,No,Rural,74.5,Tertiary,63.9
1449,Male,10.7,Yes,Urban,98.0,Secondary,94.5
1450,Female,7.9,No,Rural,78.6,Secondary,56.3
1451,Female,6.4,Yes,Urban,79.5,Primary,68.2
1452,Female,11.3,No,Urban,72.1,Secondary,77.5
1453,Female,3.0,Yes,Urban,76.2,Primary,66.2
1454,Male,16.0,No,Rural,76.9,Secondary,80.0
1455,Female,6.0,Yes,Urban,74.0,Tertiary,69.7
1456,Male,6.9,Yes,Urban,76.0,Primary,70.4
1457,Female,8.8,No,Urban,88.4,Secondary,76.7
1458,Male,7.3,No,Urban,91.4,none,58.7
