Entry ID,travelerNames,gender,birthDate,deathDate,birthPlace,deathPlace,parents,sources,eventsIndex,mentionedNamesWithEntryID,mentionedNamesWithNoEntryID,IDmatchesForMentionedNamesWithEntryID,entryOrigin,originEntryID,originEntryName
2066,Grant,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
2070,George Graves,Male,1752,,,,Adml. Samuel Graves (1713-87),"Armitage jnl.MSS,Artaud letter bk.MSS,ASR ABA 11-16,AVR SA,Connell 1957,Forbes jnl.MSS,Gibbes jnl.MSS ,GM,Holland Jnl.,Knight Letters,Pacetti giornale",3986,Mrs Graves;Whaley Armitage;Charles Berners;Henry Tilson;Frederick North;Sir William Forbes;Lady Knight;William Graves;Lady Palmerston;Artaud;Miller;Lady Webster,"Adm. Thomas, 1st Baron Graves;Vincenzo Pacetti;Franz Kaisermann;Milner","2070.1,118,390,4773,3597,1777,2803,2073,3717.1,126,3331,5043",From the Dictionary,,
2070.1,Mrs Graves,Female,,,,,,,3987,George Graves;Whaley Armitage,,"2070,118",Extracted from narrative,2070,
2071,G. Graves,Male,,,,,,"ASN E 674,ASV IS 758-781,ASV IS 782-83,Morrison,Starke, Travels",3988,Sir William Hamilton;Mrs Graves;Mariana Starke,,"2219,2071.1,4512",From the Dictionary,,
2071.1,Mrs Graves,Female,,,,,,,3989,G. Graves,,2071,Extracted from narrative,2071,
2072.1,Mr James Graves,Male,,,,,,ASL G 1214-1217,3990,Mrs Graves,,2072.2,Extracted from heading,,"GRAVES, Mr and Mrs James"
2072.2,Mrs James Graves,Female,,,,,,ASL G 1214-1217,3991,Mr James Graves,,2072.1,Extracted from heading,,"GRAVES, Mr and Mrs James"
2073,William Graves,Male,1724,1801,,,R.-Adml. Thomas Graves,ASV IS 782-83,"3992,3993,3994,3995,3996,3997",,"Adm. Thomas, 1st Baron Graves",,From the Dictionary,,
2074,Graves,Male,1748,,,,,"ASV IS 758-781,Wal.Corr.",3998,Musgrave,,3508,From the Dictionary,,
2075,Anna Gravier,Female,1752,,,,,Inglesi a Livorno,,First Sister of Anna Gravier;Second Sister of Anna Gravier,Mrs Gravier,"2075.1,2075.2",From the Dictionary,,
2075.1,First Sister of Anna Gravier,Female,,,,,,,,Anna Gravier;Second Sister of Anna Gravier,,"2075,2075.2",Extracted from narrative,2075,
2075.2,Second Sister of Anna Gravier,Female,,,,,,,,Anna Gravier;First Sister of Anna Gravier,,"2075,2075.1",Extracted from narrative,2075,
2076,Pietro Gravier,Male,,,,,,ASF SE 2300,3999,,,,From the Dictionary,,
2077,Hon. Andrew Gray,Male,1742,1767,,,11th B. Gray [S],"Boswell, Italy,Martin jnl. MSS,Morgan Jnl.",4000,Boswell,,509,From the Dictionary,,
2078,George Gray,Male,1721,,,,,AVR SA,,,,,From the Dictionary,,
2079,"Sir James, 2nd Bt. Gray",Male,1708,1773,,,Sir James Gray,"ASN E 679,Brown 1921,Cust,Dilettanti MSS,Horn 1,SP 93/9-15,SP 105/309-321,Wal.Corr.","4001,4002,4003,4004,4005,4006,4007,4008",Lord Holderness;Edward Clarke;Joseph Alston;Horace Mann;Walpole;James Gray;Catherine Gray,"Thomas Major;Ferdinand I, King of Naples and the two Sicilies;Antonio Joli;James, 1st Baronet Gray","2467,958,66,3169,4974,2079.1,2079.2",From the Dictionary,,
2079.1,James Gray,Male,1753,,,,"Sir James, 2nd Bt. Gray",,,"Sir James, 2nd Bt. Gray;Catherine Gray",,"2079,2079.2",Extracted from narrative,2079,
2079.2,Catherine Gray,Female,1753,,,,"Sir James, 2nd Bt. Gray",,,"Sir James, 2nd Bt. Gray;James Gray",,"2079,2079.1",Extracted from narrative,2079,
2080,John Gray,Male,,,,,,,4009,Tobias Smollett;Thomas Lyttlelton,,"4434,3069",From the Dictionary,,
2081,Lady Mary Gray,Female,,,,,,ASV IS 758-781,,Luiggia Gray;Nina Gray,,"2081.1,2081.2",From the Dictionary,,
2081.1,Luiggia Gray,Female,,,,,Lady Mary Gray,,,Lady Mary Gray;Nina Gray,,"2081,2081.2",Extracted from narrative,2081,
2081.2,Nina Gray,Female,,,,,Lady Mary Gray,,,Lady Mary Gray;Luiggia Gray,,"2081,2081.1",Extracted from narrative,2081,
2082,Robert Gray,Male,1762,1834,,,,,"4010,4011,4012,4013,4014",Vanini;Megit;Jenkins,"Mengs;La Corilla;Pio Domenici Coco;Peter Leopold, Grand Duke of Tuscany 1765-1790","4909,3266,2680",From the Dictionary,,
2083,Thomas Gray,Male,1716,1771,,,Philip Gray of London,"Gray Letters,Wal.Corr.","4015,4016,4017","Horace Walpole;John Chute;Francis Whithed;Horace Mann;Joseph Smith;James Stuart, the Pretender","Charles VI, Holy Roman Emperor (King of Spain and Duke of Parma);Clement XII, Pope;Richard West;Charles III, King of Spain (Duke of Parma and Piacenza as Charles I, King of Naples as Charles VII, King of Sicily as Charles V);Eccardt","4974,937,5104,3169,4417,2648",From the Dictionary,,
2084,Gray,Male,,,,,,ASV IS 758-781,,Clavering;Alexander;Mr Schutz,,"970,50,4257.1",From the Dictionary,,
2085,Bertie Greatheed,Male,1759,1826,,,"Samuel Greatheed of Guy's Cliffe, War","DNB,Piozzi Letters,Quin jnl. MSS","4018,4019,4020","Robert Merry;William Parsons;John Biddulph;10th Earl of Pembroke;Mrs Hester Piozzi;Henry Quin;Dr Thomas Whalley;Charles Shard;Leonard Chappelow;Ann Greatheed;Charles Stuart, the Young Pretender;Bertie Greatheed",3rd Duke of Ancaster,"3287,3752,409,3799,3880,4007,5087,4309,895,2085.1,898,2085.2",From the Dictionary,,
2085.1,Ann Greatheed,Female,1748,1822,,,"Marmaduke Greatheed of St Christopher, West Indies",,4021,Robert Merry;William Parsons;John Biddulph;10th Earl of Pembroke;Mrs Hester Piozzi;Henry Quin;Dr Thomas Whalley;Charles Shard;Leonard Chappelow;Bertie Greatheed;Bertie Greatheed,,"3287,3752,409,3799,3880,4007,5087,4309,895,2085,2085.2",Extracted from narrative,2085,
2085.2,Bertie Greatheed,Male,1781,1826,,Vicenza,Bertie Greatheed;Ann Greatheed,,,Ann Greatheed;Bertie Greatheed,,"2085.1,2085",Extracted from narrative,2085,
2086,Thomas Greatorex,Male,1758,1831,,,,"ASN E 681-4,DNB","4022,4023,4024","Samuel Woodforde;Charles Stuart, the Young Pretender",Santarelli,"5213,898",From the Dictionary,,
2087,Abbé James Green,Male,1725,1803,,,,"Bentham jnl.MSS,Jones Memoirs,Kirk 1909,Ramsay jnl. MSS","4025,4026,4027",Thomas Jones;John Ramsay;Sarah Bentham,,"2715,4029,366",From the Dictionary,,
2088,John Green,Male,,,,,,"Russel, Letters,Spence Letters",,William Hammond,,2232,From the Dictionary,,
2090,Thomas Green,Male,,,,,,ASV IS 758-781,,James Wilson,,5163,From the Dictionary,,
2091,Lady Green,Female,,,,,,ASV IS 758-781,,"George, Lord Haddo",,2164,From the Dictionary,,
2092,Green,Male,,,,,,"Artaud letter bk.MSS,ASV IS 758-781,Bentham jnl.MSS,Cochrane jnl.MSS,Gazz.Tosc.,St Asaph jnl. MSS,Young, Travels",,Anson;Betsy Watson (Mrs Green);Laetitia Houblon;John Strange;Mr Wigmore,Mrs Green,"93,5012,2533,4584,5110",From the Dictionary,,
2093,Greenhill,Male,,,,,,"AVR SA,Skelton 1960",4028,Stephen Beckingham;Vierpyl,,"335,4926",From the Dictionary,,
2094,Emma Greenland,Female,,,,,,"Borroni 1985,Wynne 1990",4029,,Irene Ducios Parneti,,From the Dictionary,,
2095,Greenough,Male,,,,,,,,"William, Baron Grenville",,2106,From the Dictionary,,
2096,Charles Greenwood,Male,,,,,,"Thorpe letters MSS,Waters letters MSS",,Dom Placid Waters;Father Thorpe,,"5006,4760",From the Dictionary,,
2097,John Greenwood,Male,1691,1723,,Naples,Augustine Greenwood of Lancaster,SP 93/3-6,4030,John Fuller,,1867,From the Dictionary,,
2098,Greenwood,Male,,,,,,Gazz.Tosc.,,Parry,,3748,From the Dictionary,,
2099,Alexander Greer,Male,,,,,,Brown 1921,,,,,From the Dictionary,,
2100,Dean Gregory,Male,,,,,,,,"John, 4th Marquess of Tweeddale",,4878,From the Dictionary,,
2101,William Gregory,Male,,,,,,Genoa cons.corr. MSS,4031,,,,From the Dictionary,,
2102,Gregory,Male,,,,,,"ASV IS 758-781,Gazz.Tosc.,Montagu Letters",,Macdonald,,3092,From the Dictionary,,
2103,George Grenville,Male,1753,1813,,,Hon. George Grenville (d. 1770),"Bell, Banks,Grenville Papers,Hamilton 1901,Michaelis 1882","4032,4033,4034,4035,4036,4037,4038,4039","Thomas, 7th Viscount Bulkeley;Gavin Hamilton;Thomas Banks;Horace Walpole",Morton Pitt;Piranesi;Lord Temple,"688,2207,222,4974",From the Dictionary,,
2104,Hon. Henry Grenville,Male,1717,1784,,,"Richard Grenville;Hester, suo jure Cts. Temple","Clark/Bowron,Storia Patria, 8-1,SP 105/309-321","4040,4041,4042,4043,4044,4045",Jenkins;Lord Warkworth;Margaret Banks;Louisa Grenville,Batoni;Lord Temple,"2680,4993,2104.1,2104.2",From the Dictionary,,
2104.1,Margaret Banks,Female,,1793,,,,,4046,Lord Warkworth;Hon. Henry Grenville;Louisa Grenville,,"4993,2104,2104.2",Extracted from narrative,2104,
2104.2,Louisa Grenville,Female,1758,1829,,,Hon. Henry Grenville;Margaret Banks,,4047,Jenkins;Lord Warkworth;Margaret Banks;Hon. Henry Grenville,Batoni;Lord Temple,"2680,4993,2104.1,2104",Extracted from narrative,2104,
2105,Richard Grenville,Male,1711,1779,,,"Richard Grenville;Hester, suo jure Cts. Temple","Brown 1921,Grenville Papers,Sani 1988","4048,4049,4050,4051,4052",Mr Jackson,Rosalba Carriera;Lord Cobham;Panini;Mr Worthington;M. de Lizy;Countess Temple;Orizzonte,2636,From the Dictionary,,
2106,"William Wyndham Grenville, 1st Bt. Grenville",Male,1759,1834,,,Hon. George Grenville (d. 1770),ASV IS 758-781,"4053,4054,4055,4056,4057,4058,4059,4060",Mr Greenough,,2095,From the Dictionary,,
2107,Gen. Grenville,Male,,,,,,Holland Jnl.,,John Trevor,,4839,From the Dictionary,,
2108,John Gresham,Male,,,,,,ASN CRA 1257,,,Dewar,,From the Dictionary,,
2109,Gresham,Male,,,,,,Jones Memoirs,,,,,From the Dictionary,,
2110,Hon. Charles Francis Greville,Male,1749,1809,,,1st E. Brooke and 1st E. of Warwick;Elizabeth Hamilton,"ASV IS 758-781,Forbes MSS,Gazz.Tosc.,Hamilton 1901,Morrison,SP 105/309-321","4061,4062,4063",Sir William Hamilton;James Byres;Anne Forbes;Emma Hart;Charles Townley;William Lock;Gavin Hamilton;Patch,Calabresi,"2219,747,1766,2205,4804,2998,2207,3762",From the Dictionary,,
2111,Charles Greville,Male,1762,1832,,,Fulke Greville;Frances Macartney,"Blagden Jnl.,HMC Ailesbury","4064,4065,4066,4067","Thomas Brand;Frederick William Hervey;John, Lord Hervey;Lady Hervey",,"556,2385,2388,2388.1",From the Dictionary,,
2112,Fulke Greville,Male,1717,1805,,,Hon. Algernon Greville,"Lucy Family,Montagu Letters","4068,4069,4070,4071,4072,4073",Frances Anne Greville;Richard Phelps;Lady Mary Wortley Montagu;Frances Macartney;George Lucy,,"2112.2,3844,3395,2112.1,3044",From the Dictionary,,
2112.1,Frances Macartney,Female,,1789,,,,,4074,Frances Anne Greville;Richard Phelps;Lady Mary Wortley Montagu;Fulke Greville,,"2112.2,3844,3395,2112",Extracted from narrative,2112,
2112.2,Frances Anne Greville,Female,,,,,Fulke Greville;Frances Macartney,,4075,Frances Macartney;Richard Phelps;Fulke Greville,,"2112.1,3844,2112",Extracted from narrative,2112,
2113,"George Greville, Lord Greville",Male,1746,1816,,,1st E. Brooke and E. of Warwick;Elizabeth Hamilton,"ASV IS 758-781,SP 93/19-31","4076,4077,4078,4079,4080,4081,4082,4083",,,,From the Dictionary,,
2114,Greville,Male,,,,,,,,Welbore Ellis,,1600,From the Dictionary,,
2115,Charles Grey,Male,1764,1845,,,"Charles Grey of Howick, Northumb. (cr. E. Grey 1806)",Commons 2,"4084,4085,4086,4087,4088,4089,4090","Thomas, 7th Viscount Bulkeley;Duke of Northumberland;Duke of Cumberland;Mark Davis",,"688,4432,1235,1323",From the Dictionary,,
2116,"George Harry Grey, Lord Grey",Male,1737,1819,,,4th E.of Stamford,"AVR SA,Dance letters MSS,Robinson letters MSS,Seafield MSS,SP 105/309-321","4091,4092,4093,4094",Henry Mainwaring;John Plimmer;Nathaniel Dance;George Dance;Joseph Wilcocks;Thomas Jenkins;Thomas Wynn;Patch;Jacob Houblon;Jonathan Lipyeatt,Mengs;Daughter of Mengs,"3142,3896,1288,1287,5116,2680,5261,3762,2532,2967",From the Dictionary,,
2117,"George Harry Grey, Lord Grey",Male,1765,1845,,,5th E. of Stamford;Henrietta Bentinck,"Forbes jnl.MSS,Gardenstone 1791-5,Lloyd jnl. MSS,Porter MSS","4095,4096,4097,4098",Mr Pidow;Lord Gardenstone,,"3860,1893",From the Dictionary,,
2118,Ralph William Grey,Male,1746,1812,,,"Ralph Grey of Backworth, Northumb.","Burl.Mag.,Clark/Bowron","4099,4100,4101",Sir Roger Newdigate,Batoni,3552,From the Dictionary,,
2120,Grey,Male,,,,,,Gazz.Tosc.,,Mr Williamson,Berten,5148,From the Dictionary,,
2121,"Thomas Egerton, Baron Grey de Wilton",Male,1749,1814,,,Sir Thomas Grey Egerton,"More Letters MSS,Grey jnl. MSS 1,Grey jnl. MSS 2","4102,4103,4104,4105","Vincent Foxley;James Clark;James Byres;Jacob More;Thomas Jenkins;Mr Biddulph;Megit;Charles Stuart, the Young Pretender;Charlotte Stuart;Tresham;Christopher Norton;Eleanor Assheton;Eleanor Egerton",Jean Figliazzi;Pietro Nardini;Batoni;Philipp Hackert;Johann Anton Pichler;Giardini;Taylors;Ducros,"1823,952,747,3424,2680,409,3266,898,4606,4837,3610,2121.1,2121.2",From the Dictionary,,
2121.1,Eleanor Assheton,Female,,,,,,,4106,"Thomas Egerton, Baron Grey de Wilton;Eleanor Egerton",,"2121,2121.2",Extracted from narrative,2121,
2121.2,Eleanor Egerton,Female,,,,,"Thomas Egerton, Baron Grey de Wilton;Eleanor Assheton",,,"Thomas Egerton, Baron Grey de Wilton;Eleanor Assheton",,"2121,2121.1",Extracted from narrative,2121,
2122,Dr Grierson,Male,,,,,,,,Mrs Bury,,723,From the Dictionary,,
2123,Grierson,Male,,,,,,Gazz.Tosc.,,,,,From the Dictionary,,
2124,David Griffith,Male,1710,1783,,Piacenza,,"Boswell, Italy","4107,4108",Lord Marischal;Boswell,,"3192,509",From the Dictionary,,
2125,Grigby,Male,,,,,,"ASV IS 758-781,Bentham jnl.MSS,The Oracle",,,,,From the Dictionary,,
2126,Grigg,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
2127,Charles Grignion,Male,1752,1804,,Leghorn,,"AVR SA,Bentham jnl.MSS,Rome List 1790,Rome List 1793,Rome List 1794,Whitley 1928","4109,4110,4111,4112,4113,4114",Robert Fagan;George Cumberland;Abbé Grant;Sir William Chambers;2nd Baron Clive;John Deare;John Penn;Lord Berwick;Edward Clarke;Sir Corbet Corbet;Sarah Bentham;Prince Augustus;Charles Long;Jacob More;James Irvine;Lord Nelson;Charlotte Clive,Abbate Leonetti;Prince Altieri;Bartolomeo Cavaceppi,"1652,1234,2065,881,1005,1347,3801,403,960,1129,366,160,3013,3424,2627,3537,1005.1",From the Dictionary,,
2128,Hon. James Bucknall Grimston,Male,1747,1809,,,2nd Vct. Grimston [I],"Burl.Mag.,CL,Clark/Bowron,Moore 1985,Verulam 1935,SP 105/309-321","4115,4116,4117,4118,4119,4120",Thomas de Grey;Sir William Lynch;Horace Mann;Thomas Lyttelton,"Caterina Azzoni;Barazzi;Piranesi;Batoni;Fabris;Clement XIV, Pope","1353,3059,3169,3069",From the Dictionary,,
2129,Robert Grimston,Male,1747,1790,,,Robert Grimston (d. 1756),"ASR ABA 11-16,Grimston letters MSS,Yorkshire Houses",4121,Mrs Swinburn;Thomas Noel (later Viscount Wentworth);Thomas Hooke;Sir John Blois;Maria Grimston;Sir John Legard;Mr Swinburn;Lucy Grimston,"Maron;Orizzonte;Hawkesworth Fawkes;Robert Wilmot;John Grimston;J.B. Durade;Benedict XIII, Pope;Chevalier De St George","4652.2,3584,2498,468,2129.1,2891,4652.1,2129.2",From the Dictionary,,
2129.1,Maria Grimston,Female,,,,,Robert Grimston,,4122,Sir John Legard;Lucy Grimston;Robert Grimston,Hawkesworth Fawkes,"2891,2129.2,2129",Extracted from narrative,2129,
2129.2,Lucy Grimston,Female,,,,,Robert Grimston,,4123,Sir John Legard;Maria Grimston;Robert Grimston,Robert Wilmot,"2891,2129.1,2129",Extracted from narrative,2129,
2130,Thomas Grimston,Male,,,,,,,,James Clarke,,962,From the Dictionary,,
2131,Thomas Grimston,Male,1753,1821,,,Thomas Grimston,"Clark/Bowron,Genoa cons.corr. MSS","4124,4125",Poyntz;Collet,Batoni;Frances Legard,"3961,1047",From the Dictionary,,
2132,Dr Grine,Male,,,,,,Byres MSS,,Patrick Moir;James Byres;Dom James Placid Waters,,"3364,747,5006",From the Dictionary,,
2133,Steddy Grinfield,Male,1742,1808,,Siena,"Edward Grinfield of Salisbury, Wilts","Brooke, Observations,Gardenstone 1791-5,Gazz.Tosc.,Leghorn Inscr.","4126,4127,4128,4129",Sir William Cunynghame;Lord Gardenstone;John Balgrove;Brooke,,"1248,1893,448,612",From the Dictionary,,
2134,Charles Grobes,Male,,,,,,Gazz.Tosc.,,Hemden;Older,,"2349,3656",From the Dictionary,,
2135,"Sir Richard, 4th Bt. Grosvenor",Male,1689,1732,,,"Sir Thomas Grosvenor of Eaton Hall, Ches.",Brown 1921,"4130,4131,4132,4133",Alexander Forrester;William Wyndham;Simon Harcourt,,"1790,5256,2248",From the Dictionary,,
2136,"Sir Thomas, 5th Bt. Grosvenor",Male,1693,1733,,Naples,"Sir Thomas Grosvenor, 3rd Bt.",Commons 1,"4134,4135,4136",Mr Sparrow;Dr Tomlinson,,"4468,4785",From the Dictionary,,
2137,Grosvenor,Male,,,,,,AST CF,,Thomas Pitt;Charles O'Hara,Barvell,"3891,3651",From the Dictionary,,
2138,William Grove,Male,,,,,,Wal.Corr.,,Adm. Medley,,3261,From the Dictionary,,
2139.1,Frederick Groves,Male,,,,,,AVR SA,,Mr Groves,,2139.2,Extracted from heading,,"GROVES, Frederick and a brother (see John Thomas Groves)"
2139.2,Brother of Frederick Groves,Male,,,,,,AVR SA,,Frederick Groves,,2139.1,Extracted from heading,,"GROVES, Frederick and a brother (see John Thomas Groves)"
2140,John Thomas Groves,Male,1761,1811,,,,"DBA,DNB,Salmon 1990,Wynne 1990","4137,4138,4139,4140,4141",Frederick Groves,Francis Wheatley,2139.1,From the Dictionary,,
2141,Grundy,Male,,,,,,"Young, Travels",,Arthur Young,,5281,From the Dictionary,,
2142,"Heneage Finch, Lord Guernsey",Male,1751,1812,,,3rd E. of Aylesford,CL,"4142,4143,4144,4145,4146,4147,4148",,,,From the Dictionary,,
2143,Maj. Balthazar Guidet,Male,,1726,,Rome,,SP 85/14-16,"4149,4150,4151",,,,From the Dictionary,,
2147,John Guise,Male,1701,1769,,,"Sir John Guise of Elmore, Glos",SP 85/14-16,"4152,4153,4154,4155","Christopher Milles;James Stuart, the Pretender",Stosch,"3332,2648",From the Dictionary,,
2148,John Guise,Male,1733,1794,,,,"ASN CRA 1257,SP 105/309-321,Wal.Corr.","4156,4157,4158",Horace Mann,"Johann Rudolf Valtravers;Prince Karl Andrew of Brandenberg-Anspach;Caroline, Queen of the United Kingdom",3169,From the Dictionary,,
2149,William Guise,Male,1737,1783,,,"Sir John Guise of Elmore, Glos","Farington jnl.MSS,Gibbon Journey,Gibbon Letters,Gibbon, Misc.Works","4159,4160,4161",Edward Gibbon;Sir William Farington,,"1935,1660",From the Dictionary,,
2150,Andrew Guitton,Male,,,,,,ASV IS 758-781,4162,,,,From the Dictionary,,
2151,Capt. Gumley,Male,,,,,,Rawlinson jnl. MSS,,Rawlinson,,4040,From the Dictionary,,
2152,Rev. William Gunn,Male,1750,1841,,,"Alexander Gunn of Irstead, Norf.","ASV IS 758-781,Knight Letters,Moore 1985,Riviere 1964,Riviere 1965","4163,4164,4165,4166",Thomas Hill [Hall];Marianne Gunn;Patrick Moir;Cardinal York;Prince Augustus;Flaxman;Lady Augusta Murray;Lady Knight;Anthony Aufrere;Anne Mack,"Cardinal de Bernis;Pius VI, Pope;Fritz Bury (Federigo Buri)","2191,2152.2,3364,2356,160,1750,3483,2803,158,2152.1",From the Dictionary,,
2152.1,Anne Mack,Female,1768,1826,,,,,4167,Rev. William Gunn;Marianne Gunn;Patrick Moir,,"2152,2152.2,3364",Extracted from narrative,2152,
2152.2,Marianne Gunn,Female,,,,,Rev. William Gunn;Anne Mack,,,Rev. William Gunn;Anne Mack;Patrick Moir,,"2152,2152.1,3364",Extracted from narrative,2152,
2153,Rev. William Gunning,Male,,1717,,,,SP 98/19-37,,,,,From the Dictionary,,
2154,Gen. Gunning,Male,,,,,,Parker list MSS,,Mrs Rebecca Duberly,,2154.1,From the Dictionary,,
2154.1,Mrs Rebecca Duberly,Female,,,,,,,,Gen. Gunning,,2154,Extracted from narrative,2154,
2155,Phillip Gunther,Male,,,,,,SP 105/309-321,4168,James Gray;Horace Mann;Robert Strange,Mengs,"2079,3169,4585",From the Dictionary,,
2156,Theophilus Thornaugh Gurdon,Male,,,,,,,,,,,From the Dictionary,,
2157,Edward Gurnell,Male,1700,1770,,,,Gazz.Tosc.,4169,,,,From the Dictionary,,
2158,Patrick Guthrie,Male,,,,,,,,William Chamber,,875,From the Dictionary,,
2159,Guthrie,Male,,,,,,Dennistoun,4170,Richard Cooper,,1112,From the Dictionary,,
2160,Guthrie,Male,,,,,,Dennistoun,,"James Stuart, the Pretender",,2648,From the Dictionary,,
2161,Henry Guy,Male,,,,,,HMC Buccleuch,,Lambert Blackwell,,445,From the Dictionary,,
2162,Thomas Elliot Hackman,Male,1737,,,,,"Brooke, Observations,Jones Memoirs,Mercer jnl. MSS,Mrs Flaxman jnl. MSS 2,Wynne Diaries",,Joseph Mercer;Thomas Jones;Betsey Wynne;John Flaxman;Brooke;Mrs Flaxman,James Hackman;Martha Ray,"3281,2715,5262,1750,612,1750.1",From the Dictionary,,
2163,"Thomas Hamilton, 7th Earl of Haddington",Male,1720,1795,,,"Charles, Ld. Binning;Rachel Baillie",,"4171,4172,4173,4174,4175",Hon. George Hamilton Baillie,,185,From the Dictionary,,
2164,"George Gordon, Lord Haddo",Male,1764,1791,,,3rd E. of Aberdeen [S],"ASV IS 758-781,Burl.Mag.,Clark/Bowron",4176,Sir Roger Newdigate;Mr Livingston;James Byres;Lady Green,Batoni;Lady Kooches,"3552,2983,747,2091",From the Dictionary,,
2165,Charles Hadfield,Male,,1776,,,,"ASF SE 2741,Dick corr. MSS,Gazz.Tosc.,Martin jnl. MSS,Townley MSS,Wynn disbursements MSS,Wynne 1990","4177,4178",Horace Mann;Sir Watkin Williams Wynn;Patch;Maria Hadfield;Charles Townley;William Hadfield;Sir John Dick;Thomas Banks;Megit;Mrs Craster;George Hadfield;Elisabeth Hadfield;Charlotte Hadfield;Isabella Pocock,,"3169,5261,3762,2169,4804,2171,1384,222,3266,1179.1,2168,2167,2166,2165.1",From the Dictionary,,
2165.1,Isabella Pocock,Female,,1809,,,,,4179,Maria Hadfield;William Hadfield;Thomas Banks;Megit;George Hadfield;Elisabeth Hadfield;Charlotte Hadfield;Charles Hadfield,,"2169,2171,222,3266,2168,2167,2166,2165",Extracted from narrative,2165,
2166,Charlotte Hadfield,Female,1766,1838,,,Charles Hadfield;Isabella Pocock,,4180,Charles Hadfield,,2165,From the Dictionary,,
2167,Elisabeth Hadfield,Female,1769,1820,,,Charles Hadfield;Isabella Pocock,,4181,Charles Hadfield,,2165,From the Dictionary,,
2168,George Hadfield,Male,1764,1826,,,Charles Hadfield;Isabella Pocock,"ASF SE 2741,Farington Diary,Rome List 1793,Rome List 1794,Tatham letters MSS,Wynne 1990","4182,4183,4184,4185,4186",Maria Cosway;Prince Augustus;Charles Tatham;Henry Holland;John Deare;Hadfield;Wyatt,"Richard Cosway;Mary Moser;George III, King of the United Kingdom, previously Prince of Wales","2169,160,4689,2473,1347,2165,5244",From the Dictionary,,
2169,Maria Louisa Caterina Cecilia Hadfield,Female,1760,1838,,Lodi,Charles Hadfield;Isabella Pocock,"Bell, Banks,Borroni 1985,Humphry corr. MSS,Jones Memoirs,Mercer jnl. MSS,Northcote Memorials,Wal.Corr.,Whitley 1928,Wynne 1990","4187,4188,4189,4190,4191",Wright;Charles Townley;Edward Edwards;Henry Tresham;Ozias Humphry;William Parsons;Thomas Jones;Joseph Mercer;Thomas Banks;Prince Hoare;Lady Wright;Horace Walpole;Lady Cowper;Hewetson;William Hadfield;Alexander Day;Charles Hadfield;Mrs Banks;Fuseli;Northcote;George Hadfield;Mary Berry;Mrs Hadfield,Zoffany;Batoni;Mengs;Maron;Madame Vigée Lebrun;Angelica Kauffman;Gabriele Rottini;Viollante Cerroti;Richard Cosway,"5239,4805,1563,4837,2579,3753,2715,3281,222,2443,5233,4974,2021,2401,2171,1342,2165,222.1,1873,3604,2168,392,2165.1",From the Dictionary,,
2170,Sir Melmo Hadfield,Male,,,,,,"Bell, Banks",,,,,From the Dictionary,,
2171,William Hadfield,Male,1761,,,,Charles Hadfield;Isabella Pocock,"Borroni 1985,Humphry corr. MSS,Jones Memoirs,Mercer jnl. MSS","4192,4193",Hugh Primrose Dean;Prince Hoare;Ozias Humphry;Hadfield;Mrs Hadfield;Maria Hadfield Cosway,Carlo Labruzzi,"1346,2443,2579,2165,2165.1,2169",From the Dictionary,,
2172,Hadsley,Male,,,,,,Pococke letters MSS,,Robert Bristow;John Delmé,,"591,1359",From the Dictionary,,
2173,"Sir Carnaby, 3rd Bt. Haggerston",Male,1700,1756,,,William Haggerston,"Brown 1921,SP 93/3-6",4194,John Jackson,,2638,From the Dictionary,,
2174,"Sir Carnaby, 5th Bt. Haggerston",Male,1756,1831,,,"Sir Thomas Haggerston, 4th Bt.;Mary Silvertop","ASV IS 758-781,Gazz.Tosc.,Jones Memoirs,Thorpe letters MSS,Thorpe letters MSS*",4195,"Thomas Haggerston;Mr Jameson;Sir Thomas, 4th Bt. Haggerston",Quarenghi,"2175,2654,2176",From the Dictionary,,
2175,Thomas Haggerston,Male,,1829,,,"Sir Thomas Haggerston, 4th Bt.;Mary Silvertop",,,"Sir Carnaby Haggerston, 5th Bt.",,2174,From the Dictionary,,
2176,Sir Thomas Haggerston,Male,1722,1777,,,"Sir Carnaby Haggerston, 3rd Bt.;Elizabeth Middleton",AVR SA,4196,William Constable,,1086,From the Dictionary,,
2177,Haigh,Male,,,,,,"Grey jnl. MSS 1,Hall jnl. MSS",,Sir James Hall;Simpson,,"2188,4363",From the Dictionary,,
2178,Hailes,Male,,,,,,ASV IS 758-781,,,,,From the Dictionary,,
2179,Haldimand,Male,,,,,Haldimand,Pickersgill letters MSS,,Joshua Pickersgill;Father of Haldimand,Mr Davico,"3857,2179.1",From the Dictionary,,
2179.1,Father of Haldimand,Male,,,,,,,,Haldimand,,2179,Extracted from narrative,2179,
2180,Sir Edward Hales,Male,,,,,,Genoa cons.corr. MSS,,Poyntz;Horace Mann;Sir William Hamilton;Collet;Son of Sir Edward Hales,,"3961,3169,2219,1047,2180.1",From the Dictionary,,
2180.1,Son of Sir Edward Hales,Male,,,,,Sir Edward Hales,,,Poyntz;Horace Mann;Sir William Hamilton;Collet;Sir Edward Hales,,"3961,3169,2219,1047,2180",Extracted from narrative,2180,
