RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,PlaceNotes,Latitude,Longitude,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Jurisdiction_ID4,Jurisdiction_ID5,Jurisdiction_ID6,Classification,ClassificationNotes,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,Language,LanguageNotes,Source,SourceOther,Edition,EditionOther,Source_URL,Source_URL2,SourceNotes,TranscriptionNotes,NoKnownText,TextNeeded,Fragment,BaseText,OCR,GeneralNotes,Transcription,BiblioRefs
0909,1328,1328,,,,Saint Luke,Angers,Angers,Tours,France,,47.473612,-0.554167,D441,,,,,,Diocesan,,Foulque de Mathefelon,,1324,1355,,Latin,,"Paris, BnF fr 22354, p39-40",,"Arnauld, Statuts du diocese d'Angers (1680), pp127-30",,,https://books.google.com/books?id=OcQPXFeqPScC,"GoogleBooks links to the 2nd edition; the first was published the same year, in Angers
",CoSyn Transcription from Arnauld edition,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0913,1424,1424,5,9,,,Aosta,Aosta,Tarentaise,Italy,,45.733333,7.316667,D461,,,,,,Diocesan,,Oger Moriset,,1411,1433,,Latin,,,,"Colliard, Atti sinodali, 67-97","Constitutiones synodales augustensis dyocesis, Geneva 1520, pp. 3-42",https://cordela.regione.vda.it/pubblicazioni/Libri/Atti%20sinodali%20Aosta%20Atti%20sinodali%20Colliard%20sec%20-%20M%20R%20Colliard/index.html,http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/advanced.php&p=0&tbl=gln_edit&no=5704,"1520 ed: Torino, Biblioteca reale, C 6, 23
",,,,,Digital MS,,reissued as part of 1505 compilation,Reviewed ,"Colliard, Atti sinodali (2015); Duc, Histoire de l'Eglise d'Aoste, IV, 296-310"
0915,1370,1370,10,23,,,Arles,Arles,Arles,France,,43.6767,4.6278,D337,,,,,,Diocesan,,Guillaume de la Garde,,,,,Latin,,"Arles, BM 11, no. 24, fol. 133 (Recueil Bonnemant)",,"Albanes, Gallia christiana, III, no. 3303, coll. 1269-70 (partial edition)",,https://books.google.com/books?id=B4JPAAAAYAAJ,,IRHT MF 48567,CoSyn Transcription from Gallia christiana edition,,,,"Digital MS
WebDownload",Yes,,Reviewed ,
0935,1354,1354,,,,,Arras,Arras,Reims,France,,50.289722,2.780833,D431,,,,,,Diocesan,,Aymeri de Beaufort,,1344,1361,,Latin,,"Lille BM ms 81, fol. 42v-43v ","Paris BnF latin 1610, fol. 42v-43r (partial) ; Paris BnF latin 12826, fol. 29v-30","Constitutiones synodales episcopatus Attrebatensis, [Louvain], [Thierry Martens], [ca 1500-1501], BnF, Rés. B 27837, fols. not numbered (p. 99-100 in Gallica PDF).","Statuta synodalia Atrebatensis (1570 ed), p. 167; Hartzheim, VIII, 298, 307 (copying 1570 ed, which itself copies the 1500 ed); Gousset, APER, 3, 341 (copying 1570 ed)",https://arca.irht.cnrs.fr/ark:/63955/md913n204f45,https://gallica.bnf.fr/ark:/12148/bpt6k315011x,[IRHT MF 01571 / MF 66277] ,"Transcription from Lille MS by Christine Barralis, with the 1500-01 edition collated against Schannat-Hartzheim.",,,,"GoogleBooks
WebDownload",,,Reviewed ,
0936,1355,1355,,,,,Arras,Arras,Reims,France,,50.289722,2.780833,D431,,,,,,Diocesan,,Aymeri de Beaufort,,1344,1361,,Latin,,"Lille BM 81, fol. 43v","Paris, BnF lat 1610, fol. 43rv; Paris, Bnf lat. 12826, fol. 30","Constitutiones synodales episcopatus Attrebatensis, [Louvain], [Thierry Martens], [ca 1500-1501], BnF, Rés. B 27837, fols. not numbered (p. 100-101 in Gallica PDF).","Statuta synodalia Atrebatensis (1570 ed), p. 168-169; Hartzheim, VIII, 298 (copying 1570 ed, which itself copies the 1500 ed); Gousset, APER, 3, 341-342 (copying 1570 ed)",https://arca.irht.cnrs.fr/ark:/63955/md913n204f45,https://gallica.bnf.fr/ark:/12148/bpt6k315011x,[IRHT MF 01571 / MF 66277] ,"Transcription from Lille MS by Christine Barralis, collated against Gousset.",,,,"GoogleBooks
WebDownload",,,Reviewed ,
0939,1410,1410,10,10,,,Arras,Arras,Reims,France,,50.289722,2.780833,D431,,,,,,Diocesan,,Martin Poré,,1408,1426,,Latin,,"Lille BM 81, fol. 48v-49r","BnF latin 1610, fol. 49v-50r ; BnF latin 12826, fol. 33r","Constitutiones synodales episcopatus Attrebatensis, [Louvain], [Thierry Martens], [ca 1500-1501], BnF, Rés. B 27837, fols. not numbered (p. 111-113 in Gallica PDF).","Statuta synodalia Atrebatensis (1570 ed), p. 172-74; Hartzheim, VIII, 300-301 (copying 1570 ed, which itself copies the 1500 ed); Gousset, APER, 3, 343-344 (copying 1570 ed)",https://arca.irht.cnrs.fr/ark:/63955/md913n204f45,https://gallica.bnf.fr/ark:/12148/bpt6k315011x,[IRHT MF 01571 / MF 66277] ,"Transcription from Lille MS by Christine Barralis, with the 1500-01 edition collated against BnF latin 1610 (defective) and the Gousset edition.",,,,"GoogleBooks
Digital MS",,,Reviewed ,
0948,1338,1338,4,30,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,,Jean de Cojordan,,1336,1348,,Latin,,,,"Martene, Thes, IV, col. 564",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0949,1342,1342,4,25,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,,Jean de Cojordan,,1336,1348,,Latin,,"Bordeaux, Arch. communales, MS 2, fols. 49-50; ","Paris, Arsenal, 716, fol. 12; Avignon, BM 2601, fol. 7 ","Martene, Thes, IV, col. 565",,https://books.google.com/books?id=bjSeGwAACAAJ,,[IRHT] Bordeaux version starts at images 48-49,CoSyn Transcription from Martene edition,,,,"GoogleBooks
Data Capture
Digital MS",,,Reviewed ,
0950,1450,1438x1474,,,Yes,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,,Alain de Coëtivy,,1438,1474,,Latin,,"Avignon, BM 654, fols 24-27v","Avignon, Arch dep, 1 G 433, fol. 33v-35 (only first 12 articles, and badly copied)","Martene, Thes, IV, 576-84",,https://books.google.com/books?id=bjSeGwAACAAJ,,IRHT MF 43933 / MF 43580,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0951,1441,1441,10,17,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,"issued by vicar general Jean Blanchier,",Alain de Coëtivy,,1438,1474,Yes,Latin,,"Avignon, BM 654, fol 28",,"Martene, Thes, IV, 585",,https://books.google.com/books?id=bjSeGwAACAAJ,,MF 43580,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0952,1442,1442,10,16,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,"issued by vicar general Jean Morosius, ",Alain de Coëtivy,,1438,1474,Yes,Latin,,"Avignon, BM 654, fol 28v",,"Martene, Thes, IV, 585",,https://books.google.com/books?id=bjSeGwAACAAJ,,MF 43580,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0953,1443,1443,10,16,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,issued by vicar general Louis de Flassan,Alain de Coëtivy,,1438,1474,Yes,Latin,,"Avignon, BM 654, fol 28v",,"Martene, Thes, IV, 585-87",,https://books.google.com/books?id=bjSeGwAACAAJ,,MF 43580,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0955,1447,1447,10,11,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,issued by vicar general Jean Malrosi,Alain de Coëtivy,,1438,1474,Yes,Latin,,"Avignon, BM 654, fol 30v-31r",,"Martene, Thes, IV, 588-89",,https://books.google.com/books?id=bjSeGwAACAAJ,,IRHT MF 43580,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0956,1448,1448,,,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,,Alain de Coetivy,,,,,Latin,,"Avignon, BM 654, fol 33r",,"Martene, Thes, IV, 589-590",,,,IRHT MF 43580,,,,,"Digital MS
Data Capture",,,Reviewed ,
0957,1449,1449,10,15,," for dating, see Pontal repertoire p101 n2",Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,"issued by vicar general Jean Malrosi, ",Alain de Coëtivy,,1438,1474,Yes,Latin,,"Avignon, BM 654, fol  31v-32 & 33v-34v",,"Martene, Thes, IV, 590-92",,https://books.google.com/books?id=bjSeGwAACAAJ,,IRHT MF 43580,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0958,1451,1451,10,13,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,issued by vicar general Louis de Flassan,Alain de Coëtivy,,1438,1474,Yes,,,"Avignon, BM 654, fol 33-35v",,"Martene, Thesaurus, IV, 592-94",,https://books.google.com/books?id=bjSeGwAACAAJ,,IRHT MF 43580,,,,,GoogleBooks,,,Reviewed ,
0959,1452,1452,10,19,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,issued by vicar general Jean Dorval,Alain de Coëtivy,,1438,1474,,,,"Avignon, BM 654, fol 36",,"Martene, Thesaurus, IV, 594",,https://books.google.com/books?id=bjSeGwAACAAJ,,IRHT MF 43580,,,,,GoogleBooks,,,Reviewed ,
0960,1462,1462,,,,,Avignon,Avignon,Arles,France,,43.95,4.817,D342,,,,,,Diocesan,,Alain de Coëtivy,,1438,1474,,,,"Avignon, BM 654, fol 53v",,"Martene, Thesaurus, IV, 594-96",,https://books.google.com/books?id=bjSeGwAACAAJ,,IRHT MF 43580,,,,,GoogleBooks,,,Reviewed ,
0970,1280,1280,,,,,Aosta,Aosta,Tarentaise,Italy,,45.733333,7.316667,D461,,,,,,Diocesan,,Simon de Duin,Simon de Duingt,1275,1283,,Latin,,,,"Amiet, Le pontifical d’Emeric de Quart, pp196-208",,,,,,,,,Hard Copy Scan,,"59 decisions; 43 statutes inspired by Eudes de Sully (in some places verbatim), the remainder apparently additions to an initial corpus",Reviewed ,"Avril, Premiers statuts parisiens"
0971,1315,1311x1317,,,Yes,"must postdate 1311, given c. 49; MS indicates that these were issued by Bp Guillaume Bonnet, r. 1306-12, while Bessin (more plausibly) ascribes them to Guillaume de Trie, r. 1313-1324",Bayeux,Bayeux,Rouen,France,,49.279445,-0.702778,D435,,,,,,Diocesan,,Guillaume de Trie,,1313,1324,,Latin,,"Paris, BnF lat 1611, fols. 14v-26r",,"Bessin, Concilia, II, 237-43",,http://gallica.bnf.fr/ark:/12148/btv1b9076490w ,https://books.google.com/books?id=0SGIk69vxS0C,"
","CoSyn transcription taken largely from Bessin edition, though this is missing a passage from the MS: fol. 23v-24, ""Ne religiosi approprient sibi decimas""; missing page transcribed RWD [largely follows a later addition to Liber de Excommunicatione of Berenger Fredol; https://books.google.com/books?id=lvATAwAAQBAJ at p. 69] ",,,,"GoogleBooks
Digital MS",,,Reviewed ,
0972,1370,bef. 1370,,,Yes,,Bayeux,Bayeux,Rouen,France,,49.279445,-0.702778,D435,,,,,,Diocesan,,,,,,,Latin,,,,"Bessin, II, 243",,https://books.google.com/books?id=0SGIk69vxS0C,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0974,1281,1281,8,21,,,Besançon,Besançon,Besançon,France,,47.233611,6.030556,P013,,,,,,Provincial,,Eudes de Rougemont,,1269,1301,,Latin,,"Besancon, Arch Dioc, MS D 1","Besancon, Arch Dioc, MS D 5 (19th-c copy)","Concile provincial de Besancon, ed. de Vregille, 35-38",,,,,CoSyn transcription from de Vregille edition,,,,"Library Scan
Hard Copy Scan",,,Reviewed ,
0980,1368,1368,,,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Hugues de la Jugie,,1349,1371,,Latin,,,,"Martene, Thes IV, 625-39",,https://books.google.com/books?id=bjSeGwAACAAJ,,,Martene titles are not found in MSS; omitted from transcriptions,,,,"GoogleBooks
Data Capture",,includes confirmation of the 1342 statutes,Reviewed ,
0982,1369,1369,10,17,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Hugues de la Jugie,,1349,1371,,Latin,,,,"Martene, Thes IV, 660-61",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0983,1370,1370,10,16,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Hugues de la Jugie,,1349,1371,,Latin,,,,"Martene, Thes IV, 661-62",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0984,1360,1349x1371,,,Yes,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Hugues de La Jugie,,1349,1371,,Latin,,,,"Martene, Thes IV, 652-59",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0985,1375,1375,10,17,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Sicard d'Ambres de Lautrec,,1371,1383,,Latin,,,,"Martene, Thes IV, 662-64",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0986,1390,1384x1402,,,Yes,Martene erroneously dates these to 1409,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Barthélemy de Montcalve,,1384,1402,,Latin,,,,"Martene, Thes IV, 664",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0987,1390,1384x1402,,,Yes,Martene erroneously dates these to 1409,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Barthélemy de Montcalve,,1384,1402,,Latin,,,,"Martene, Thes IV, 665",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0988,1409,1409,4,25,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Bertrand II de Maumont,,1408,1422,,Latin,,,,"Martene, Thes IV, 665-66","Gallia Christiana VI, col 355",https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0989,1426,1426,4,17,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Guilhaume VII de Montjoie ,,1424,1451,,Latin,,,,"Martene, Thes, IV, 666",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0990,1437,1437,10,17,,,Béziers,Béziers,Narbonne,France,,43.347615,3.218991,D407,,,,,,Diocesan,,Guilhaume VII de Montjoie ,,1424,1451,,Latin,,,,"Martene, Thes, IV, 666-68",,https://books.google.com/books?id=bjSeGwAACAAJ,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
0992,1255,1255,4,13,,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Géraud de Malemort,,1227,1261,,Latin,,"Paris BnF lat 1590, fols 10v & 11v",,"Pontal, Statuts, II, 474-77",,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,https://gallica.bnf.fr/ark:/12148/bpt6k62444168,,CoSyn transcription from Pontal edition,,,,"GoogleBooks
WebDownload
Digital MS",Yes,"(acc. Avril, Statuts V, 9) these are additional statutes, added at the end of the Liber synodalis of Bordeaux (but issued on the same day as the compilation)",Reviewed ,
0993,1343,1343,11,,,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Pierre de Luc,,1332,1345,,Latin,,"Paris, BnF lat. 1590, fol. 35, col. 1-2","Vatican, BAV, Vat Lat 9868, fol. 435-436 (18th-c transcription of Paris MS)",,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,,Jasmin Hauck transcribed Paris MS and corrected it against Vatican MS,,,Yes,Digital MS,,,Reviewed ,
0994,1344,1344,,,,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Pierre de Luc,,1332,1345,,Latin,,"Paris, BnF lat. 1590, fol. 35rv","Vatican, BAV, Vat Lat 9868, fol. 437r-438r (18th-c transcription of Paris MS)",,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,,Jasmin Hauck transcribed Paris MS and corrected it against Vatican MS,,,,Digital MS,,,Reviewed ,
0995,1345,1345,4,13,,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Amanieu de Cazes,,1344,1348,,Latin,,"Paris, BnF lat. 1590, fol. 35v-36v",,,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,,Transcribed by Jasmin Hauck,,,,Digital MS,,,Reviewed ,
0996,1356,1355x1357,,,Yes,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,issued by vicar general & official Pierre Lacolre (legum professor),Amanieu de la Mothe,,1351,1360,Yes,Latin,,"Paris, BnF lat. 1590, fols. 37v-40",,,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,,Transcribed by Jasmin Hauck,,,,Digital MS,,"issued by official Pierre Lacolre on behalf of bishop (according to FEG 13: Bordeaux, n. 527, he served as official from Jan 1355-Dec 1357, and as vicar general for the same period; text describes him as a 'law professor [legum professor]')
Lengthy discussion of need for priests to possess (or be familiar with) statutes, on pain of one silver mark",Reviewed ,
0997,1356,1356,,,,Easter,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Amanieu de la Mothe,,1351,1360,Yes,Latin,,"Paris, BnF lat. 1590, fols. 36v-37v",,,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,,Transcribed by Jasmin Hauck,,,,Digital MS,,,Reviewed ,
0998,1357,1356x1358,,,Yes,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Amanieu de la Mothe,,1351,1360,,Latin,,"Paris, BnF lat. 1590, fols. 40-45v","Vatican, BAV, Vat Lat 9868, ff. 441-449r (18th-c transcription of Paris MS)",,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,,Jasmin Hauck transcribed Paris MS and corrected it against Vatican MS,,,,Digital MS,,Extensive details on synodal procedure,Reviewed ,
0999,1358,1358,10,23,,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Amanieu de la Mothe,,1351,1360,,Latin,,"Paris, BnF lat. 1590, fols. 45v-46v",,,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,,Transcribed by Jasmin Hauck,,,,Digital MS,,,Reviewed ,
1000,1359,1359,,,,Easter,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Diocesan,,Amanieu de la Mothe,,1351,1360,,Latin,,"Paris, BnF lat. 1590, fols. 46v-62","Vatican, BAV, Vat Lat 9868, ff. 459-471r (18th-c transcription of Paris MS)",,,http://gallica.bnf.fr/ark:/12148/btv1b8427238x,,Reformatio quarumdam constitutionum,Jasmin Hauck transcribed Paris MS and corrected it against Vatican MS,,,,Digital MS,,Makes numerous revisions (and references) to earlier statutes,Reviewed ,
1001,1315,bef. 1318,,,Yes,"dating uncertain, certainly before 1318, as it is found in the later Liber Synodale of Cahors published in 1318 as well as the Liber Synodale of Tulle (1318x1328)",Cahors,Cahors,Bourges,France,,44.448333,1.441389,D383,,,,,,Diocesan,,,,,,,Latin,,,,"Martene, Thes, IV, 785-90",,https://books.google.com/books?id=bjSeGwAACAAJ,,Edition made e'x duobus MSS. monasterii S. Germani a Pratis': probably BnF Latin 13326 and 13327.,CoSyn transcription corrected against BnF Latin 13326 by Christine Barralis,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1003,1309,1309,10,2,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,"issued by Robert, dean of the cathedral chapter",sede vacante,,,,,Latin,,"Paris, BnF lat. 1591, fol. 28v-29v","Paris BnF lat. 1592, fol. 19rv (partial); Tilburg, Universiteitsbibliotheek (olim Bibliotheek Theologische Faculteit), HS 15, fol. 30r-31v","Reusens, Statuts, 56-57","partial: Gousset, APER, III, 77-80; Caspers, Synodale Statuten, 263-266 (from Tilburg MS)",,https://books.google.com/books?id=XNU-AAAAcAAJ,,CoSyn transcription from Reusens edition,,,,"GoogleBooks
Library Scan
WebDownload
Digital MS",Yes,,Reviewed ,
1008,1342,1342,,,,Easter,Carcassonne,Carcassonne,Narbonne,France,,43.21306,2.352028,D402,,,,,,Diocesan,,Gancelin Jean,Gaucelin de Jean,1338,1346,,Latin,,"Paris BnF lat 1613, fols 84v-85","Carcassonne, Bibl. dioc. Ms. 3, f. 84v-85r; Vatican, BAV, Vat Lat 9868, f. 430v (partial 18th-c copy of Paris MS);",,,http://gallica.bnf.fr/ark:/12148/btv1b10034655j,,,BnF MS (followed by BAV) gives defective text for c. 4; better version of c. 4 still to be transcribed from Carcassonne MS,,,,Digital MS,,,Reviewed ,
1010,1330,1330,,,,,Carcassonne,Carcassonne,Narbonne,France,,43.21306,2.352028,D402,,,,,,Diocesan,,Pierre de Jean,,1330,1338,,Latin,,"Paris BnF lat 1613, fols. 71r-73r","Vatican, BAV, Vat Lat 9868,  f. 277v-278r (partial 18th-c copy of Paris MS); Carcassonne, Bibliothèque diocésaine, ms. 3, fol. 76v-78r",,,http://gallica.bnf.fr/ark:/12148/btv1b10034655j,,,"Transcription by Jasmin Hauck (completed 25 April 2018), with readings of Paris MS checked against Vatican transcription and then partially checked  (by Christine Barralis) against readings of Carcassonne MS.",,,,Digital MS,,,Reviewed ,
1032,1360,1355x1368,,,Yes," copied 1368, giving terminus ante quem",Chartres,Chartres,Sens,France,,48.455847,1.484184,D457,,,,,,Diocesan,,,,,,,Latin,,,,"Jusselin, Chartres, 69-99","Martene, Vet Script, 7, coll 1360-64 ",,https://gallica.bnf.fr/ark:/12148/bpt6k68195x,,,,,,Hard Copy Scan,,Copy made in 1368 by J. Jacquelin,Reviewed ,
1036,1372,1372,4,6,,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Sylvestre de La Cervelle,,1371,1386,,Latin,,,,"Bessin, II, 560-64",,"https://books.google.com/books?id=0SGIk69vxS0C
",,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1037,1375,1375,,,,Autumn,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Sylvestre de La Cervelle,,1371,1386,,Latin,,,,"Bessin, II, 564-65",,"https://books.google.com/books?id=0SGIk69vxS0C
",,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1038,1377,1377,,,,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Sylvestre de La Cervelle,,1371,1386,,Latin,,,,"Bessin, II, 565-66",,"https://books.google.com/books?id=0SGIk69vxS0C
",,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
1039,1434,1434/1438,,,,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Philibert de Montjeu,,1424,1439,,Latin,,,,"Bessin, Concilia Rothomagensis, II, 566",,https://books.google.com/books?id=0SGIk69vxS0C,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1040,1454,1454,,,,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Richard Olivier de Longueil,,1453,1470,,Latin,a version was apparently also promulgated in French,,,"Bessin, Concilia Rothomagensis, II, 566-67",,https://books.google.com/books?id=0SGIk69vxS0C,,"
",,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1041,1479,1479,,,,Easter,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Geoffroy Herbert,,1478,1510,,Latin,,,,"Bessin, Concilia Rothomagensis, II, 567-70","Le Cacheux, Statuts synodaux de Coutances, BEC 1901, t. 62, 611-617",https://books.google.com/books?id=0SGIk69vxS0C,,"
",,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1042,1481,1481,,,,Easter,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Geoffroy Herbert,,1478,1510,,Latin,,,,"Bessin, Concilia Rothomagensis, II, 570-73",,https://books.google.com/books?id=0SGIk69vxS0C,,"
",,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1043,1487,1487,,,,Easter,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Geoffroy Herbert,,1478,1510,,Latin,,,,"Bessin, Concilia Rothomagensis, II, 573-74",,https://books.google.com/books?id=0SGIk69vxS0C,,,,,,,"GoogleBooks
WebDownload",,,Reviewed ,
1044,1360,1360,10,20,,,Dax,Dax,Auch,France,,43.7072,-1.0553,D353,,,,,,Diocesan,,Pierre Itier,,1359,1361,,Latin,,,,"Degert, “Constitutions synodales,” Bulletin, 23, no. 3: 150-51; no. 4: 157-58",,https://books.google.com/books?id=en0UAAAAYAAJ,,Dax MS (Paris BnF Lat 1542) seems to have been a copy for private use (of the sort that clerics were instructed to possess); https://archivesetmanuscrits.bnf.fr/ark:/12148/cc59487x,,,,,"GoogleBooks
WebDownload",Yes,,Reviewed ,
1045,1401,1401,9,18,,,Dax,Dax,Auch,France,,43.7072,-1.0553,D353,,,,,,Diocesan,,Garsie-Arnaud de Navailles,,1401,1407,,Latin,,,,"Degert, “Constitutions synodales,” Bulletin, 23, no. 4: 158-164",,https://books.google.com/books?id=en0UAAAAYAAJ,,Dax MS (Paris BnF Lat 1542) seems to have been a copy for private use (of the sort that clerics were instructed to possess); https://archivesetmanuscrits.bnf.fr/ark:/12148/cc59487x,,,,,"GoogleBooks
WebDownload",Yes,,Reviewed ,
1046,1324,1324,,,,,Digne,Digne,Embrun,France,,44.093333,6.236389,D388,,,,,,Diocesan,,Guillaume de Sabran,,,,,Latin,,"Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 1 [=G 1], fol XIIv-XVv","Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 467, ol XIIv-XVv",,,,, [IRHT MF 07960] /  MF 07207,"Transcription of 1 G 001 checked against 1 G 467, a diplomatic transcription made by Canon Bondil of Digne (1790-1870)",,,,Digital MS,,,Reviewed ,"Kay, ""Hostiensis and some Provincial Councils of Embrun"", for discussion of MSS"
1047,1341,1341,5,22,,,Digne,Digne,Embrun,France,,44.093333,6.236389,D388,,,,,,Diocesan,,Elzear de Villeneuve,,1327,1341,,Latin,,"Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 1 [=G 1], fol XLV-XLVI","Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 467, fol XLV",,,,, [IRHT MF 07960]/  MF 07207,"Transcription of 1 G 001 checked against 1 G 467, a diplomatic transcription made by Canon Bondil of Digne (1790-1870)",,,,Digital MS,,,Reviewed ,"Kay, ""Hostiensis and some Provincial Councils of Embrun"", for discussion of MSS"
